"ID","Position","Company","City","State","Skills","Type","Salary"
282.0,"Sr. Manager, Data Scientist, REQ 1048390","Pfizer","Cambridge","MA"," Strategy","Base Salary","142000"
283.0,"Data Scientist","Intel Corporation","Santa Clara","CA"," Big Data","Base Salary","113000"
284.0,"Data Scientist","Chegg","Santa Clara","CA"," Analytics","Base Salary","121000"
285.0,"Data Scientist","Chegg","Santa Clara","CA"," Analytics","Base Salary","121000"
286.0,"Data Scientist 4","Oracle","Seattle","WA"," Big Data","Base Salary","114000"
287.0,"Data Scientist 4","Oracle","Seattle","WA"," Big Data","Base Salary","114000"
288.0,"Data Scientist - Saffron AI Solutions","Intel Corporation","Santa Clara","CA"," Machine Learning","Base Salary","111000"
289.0,"Lead Data Scientist","Honeywell","Atlanta","GA"," Data Science","Base Salary","144000"
290.0,"Senior Data Scientist","Oracle","Broomfield","CO"," Algorithms","Base Salary","116000"
291.0,"Software Engineer - Applied Data Science","Lithium Technologies","San Francisco","CA"," Machine Learning","Base Salary","129000"
292.0,"Data Scientist (Product)","Spotify","New York","NY"," Analytics","Base Salary","122000"
293.0,"Senior Data Scientist","Lattice Engines","San Mateo","CA"," Machine Learning","Base Salary","132000"
294.0,"Data Scientist II","Amazon","Seattle","WA"," SQL","Base Salary","124000"
295.0,"Data Scientist","Electronic Arts","Redwood City","CA"," MapReduce","Base Salary","116000"
296.0,"Data Scientist","Adobe","San Jose","CA"," Analytics","Base Salary","130000"
297.0,"Data Scientist","PlaceIQ","New York","NY"," Machine Learning","Base Salary","106000"
299.0,"Senior Data Scientist","Verizon","Boston","MA"," C++","Base Salary","127000"
300.0,"Senior Data Scientist","Aetna","Boston","MA"," Data Science","Base Salary","112000"
301.0,"Data Scientist, AWS Apps","Amazon","Palo Alto","CA"," Data Science","Base Salary","124000"
302.0,"Data Scientist","Intuit","Mountain View","CA"," Strategy","Base Salary","118000"
303.0,"Principal Data Scientist","ADP","Parsippany","NJ"," Machine Learning","Base Salary","125000"
304.0,"Sr Staff Data Scientist","GE","San Ramon","CA"," Data Science","Base Salary","141000"
305.0,"Data Scientist, Senior","YuMe","Redwood City","CA"," Algorithms","Base Salary","129000"
306.0,"Data Scientist","Hulu","Santa Monica","CA"," Ruby","Base Salary","111000"
307.0,"Lead Data Scientist","Target","Minneapolis","MN"," Python","Base Salary","123000"
308.0,"Principal, Data Scientist","Comcast","Philadelphia","PA"," Algorithms","Base Salary","129000"
309.0,"Principal, Data Scientist","Comcast","Philadelphia","PA"," Algorithms","Base Salary","129000"
310.0,"Data Scientist","Move, Inc.","Santa Clara","CA"," Data Science","Base Salary","118000"
312.0,"Senior Software Engineer - Data Services","Workday","Pleasanton","CA"," Scala","Base Salary","119000"
313.0,"Head of Data Science","Provectus","Palo Alto","CA"," Algorithms","Base Salary","137000"
314.0,"Principal Data Scientist","Honeywell","Atlanta","GA"," Data Science","Base Salary","148000"
315.0,"Data Scientist","Akamai Technologies","Cambridge","MA"," Python","Base Salary","106000"
316.0,"Principal Data Scientist","Accenture","San Diego","CA"," Machine Learning","Base Salary","125000"
317.0,"Data Scientist I, Manufacturing Sciences","Biogen Idec","Cambridge","MA"," Machine Learning","Base Salary","108000"
318.0,"Principal Data Scientist","Realtor.com","Santa Clara","CA"," Analytics","Base Salary","140000"
319.0,"Data Scientist","Integral Ad Science","New York","NY"," Optimization","Base Salary","108000"
320.0,"Data Scientist","Move, Inc.","Santa Clara","CA"," User Experience","Base Salary","118000"
321.0,"Senior Data Scientist","Nordstrom","Seattle","WA"," Machine Learning","Base Salary","121000"
322.0,"Data Scientist","Counsyl","South San Francisco","CA"," Statistics","Base Salary","121000"
323.0,"Data Scientist","Intuit","Woodland Hills","CA"," Data Science","Base Salary","112000"
324.0,"Data Scientist - Advertising Product and Platforms","Spotify","New York","NY"," Analytics","Base Salary"," 96000"
325.0,"Principal, Data Scientist - Digital","Comcast","Philadelphia","PA"," Algorithms","Base Salary","128000"
326.0,"Senior Software Development Engineer - Data Services","Zillow","Irvine","CA"," REST","Base Salary","110000"
327.0,"Senior Data Scientist","Aetna","Wellesley","MA"," Machine Learning","Base Salary","112000"
328.0,"Senior Data Scientist in San Mateo, CA","Osi Systems","Santa Clara","CA"," Data Science","Base Salary","118000"
329.0,"Seeking a Senior Data Scientist in San Mateo, CA","Osi Systems","San Mateo","CA"," Data Science","Base Salary","118000"
330.0,"Principal Data Scientist","Salsify","Boston","MA"," Statistics","Base Salary","118000"
332.0,"Principal Data Scientist","Capital One","New York","NY"," AWS","Base Salary","140000"
333.0,"Data Science Consultant Lead","Aetna","Wellesley","MA"," Data Science","Base Salary","142000"
334.0,"Senior Data Scientist","GE","San Ramon","CA"," Big Data","Base Salary","124000"
335.0,"Senior Data Scientist","GE","San Ramon","CA"," Big Data","Base Salary","124000"
337.0,"Area Lead, Research Data Science Facilitation","Harvard University","Cambridge","MA"," Java","Base Salary","138000"
338.0,"Senior Software Engineer, Data Science","AppNexus","New York","NY"," Machine Learning","Base Salary","112000"
339.0,"Data Analyst/Data Scientist","Luxoft","Kirkland","WA"," MapReduce","Base Salary"," 95000"
340.0,"Principal Data Scientist (Data Analytics) - Philippines","HGST","Laguna","CA"," Matlab","Base Salary","117000"
341.0,"Chief Engineer / Data Scientist","Booz Allen Hamilton","McLean","VA"," Algorithms","Base Salary","169000"
342.0,"Chief Engineer / Data Scientist","Booz Allen Hamilton","McLean","VA"," Algorithms","Base Salary","169000"
343.0,"Head of Data Science","Tubular Labs","Mountain View","CA"," Data Science","Base Salary","165000"
344.0,"Principal Data Scientist","Capital One","McLean","VA"," AWS","Base Salary","139000"
345.0,"Lead Data Scientist","Target","Minneapolis","MN"," Big Data","Base Salary","123000"
346.0,"Sr Data Scientist","GE","San Ramon","CA"," Machine Learning","Base Salary","124000"
347.0,"Sr Data Scientist","GE","San Ramon","CA"," Machine Learning","Base Salary","124000"
348.0,"Data Analyst","Zillow","Seattle","WA"," Python","Base Salary","105000"
349.0,"Data Scientist","Integral Ad Science","New York","NY"," Matlab","Base Salary","108000"
350.0,"Senior Data Scientist - Twin...","Unitedhealth Group","Boston","MA"," Machine Learning","Base Salary","115000"
351.0,"Director, Data Science","About.com","New York","NY"," Natural Language Processing","Base Salary","164000"
353.0,"Lead Data Scientist - Telecom","Nielsen","San Francisco","CA"," Automation","Base Salary","144000"
354.0,"Lead Data Scientist - Telecom","Nielsen","San Francisco","CA"," Automation","Base Salary","144000"
355.0,"Principal AI/Data Scientist","Cross Creek Systems","San Jose","CA"," Computer Vision","Base Salary","131000"
356.0,"Principal AI/Data Scientist","Cross Creek Systems","San Jose","CA"," Computer Vision","Base Salary","131000"
357.0,"Senior Data Scientist or Researcher","Inspur","Bellevue","WA"," Machine Learning","Base Salary","111000"
358.0,"Senior Data Scientist -...","Unitedhealth Group","Boston","MA"," Scala","Base Salary","115000"
359.0,"Sr Data Scientist","Aetna","Wellesley","MA"," Data Science","Base Salary","112000"
361.0,"Chief Data Scientist","Booz Allen Hamilton","McLean","VA"," Management","Base Salary","169000"
362.0,"Principal Scientist, Data Science, Sequencing","Roche","Santa Clara","CA"," Matlab","Base Salary","148000"
363.0,"Senior Manager, Data Science","GE FABBRI","San Ramon","CA"," Algorithms","Base Salary","155000"
364.0,"Data Science Manager","Nordstrom","Seattle","WA"," Python","Base Salary","101000"
365.0,"Senior Manager- Data Science (Digital)","Capital One","New York","NY"," AWS","Base Salary","144000"
366.0,"Senior Software Engineer - Data Infrastructure","Ticketfly","San Francisco","CA"," Test Driven Development","Base Salary","140000"
367.0,"Senior Data Scientist","Celgene","Seattle","WA"," Windows","Base Salary","121000"
368.0,"Senior Data Scientist","Celgene","Seattle","WA"," Windows","Base Salary","121000"
369.0,"NLP PRINCIPAL DATA SCIENTIST, WORLD-CLASS CONSULTANCY ROLE","Harnham","Boston","MA"," Data Science","Base Salary","132000"
370.0,"Data Science Analyst","Adobe","San Jose","CA"," MapReduce","Base Salary","109000"
371.0,"Chief Data Scientist - Consulting","Harnham","New York","NY"," Data Science","Base Salary","164000"
372.0,"Sr. Data Scientist, CORA","Biogen Idec","Cambridge","MA"," Analytics","Base Salary","118000"
373.0,"Sr. Data Scientist, CORA","Biogen Idec","Cambridge","MA"," Analytics","Base Salary","118000"
374.0,"Commissions Data Analyst - local Bay Area candidates only","Imperva","Redwood City","CA"," C","Base Salary","100000"
375.0,"Manager, Data Scientist","Pfizer","Cambridge","MA"," MapReduce","Base Salary","129000"
376.0,"Manager, Data Scientist","Pfizer","Cambridge","MA"," MapReduce","Base Salary","129000"
377.0,"Data Scientist","Rapid7","Boston","MA"," MapReduce","Base Salary","109000"
378.0,"Data Analyst, Metrology","Tesla Motors","Fremont","CA"," Analytics","Base Salary","105000"
379.0,"Senior Data Scientist","Verizon","Basking Ridge","NJ"," C++","Base Salary","119000"
380.0,"Senior Data Scientist","Verizon","Piscataway","NJ"," Deep Learning","Base Salary","118000"
381.0,"Sr Staff Data Scientist","GE","Boston","MA"," Data Science","Base Salary","131000"
382.0,"Sr Staff Data Scientist","GE","Boston","MA"," Data Science","Base Salary","131000"
383.0,"Sr Data Scientist","Wells Fargo","San Francisco","CA"," Management","Base Salary","114000"
384.0,"Sr Data Scientist","Wells Fargo","Concord","CA"," Management","Base Salary","114000"
385.0,"Senior Modeling Analyst / Data Scientist","Nomis Solutions","San Bruno","CA"," Analytics","Base Salary","112000"
386.0,"Senior Modeling Analyst / Data Scientist","Nomis Solutions","San Bruno","CA"," Analytics","Base Salary","112000"
387.0,"Data Scientist","TiVo","Boston","MA"," Machine Learning","Base Salary","115000"
388.0,"Statistician/Data Scientist - Multiple Levels","OGSystems","Springfield","VA"," Python","Base Salary","107000"
389.0,"Statistician/Data Scientist - Multiple Levels","OGSystems","Springfield","VA"," Python","Base Salary","107000"
390.0,"Senior Data Scientist","Propeller Health","San Francisco","CA"," Statistics","Base Salary","102000"
1.0,"Head of SBG Data Science Engineering","Intuit","Mountain View","CA"," Strategy","Base Salary","253000"
2.0,"Principal Lead Data Scientist","Akamai Technologies","Santa Clara","CA"," Matlab","Base Salary","204000"
3.0,"Principal Lead Data Scientist","Akamai Technologies","Santa Clara","CA"," Machine Learning","Base Salary","204000"
4.0,"Director, Data Scientist","Dropbox","San Francisco","CA"," SQL","Base Salary","183000"
5.0,"Principal Data Scientist","Microsoft","Bellevue","WA"," MapReduce","Base Salary","200000"
6.0,"Principal Data Scientist","Microsoft","Redmond","WA"," Deep Learning","Base Salary","198000"
7.0,"Head of Data Science and Engineering","Amazon","Seattle","WA"," Statistics","Base Salary","265000"
8.0,"Principal Data Science Engineer","OpenTable","San Francisco","CA"," Machine Learning","Base Salary","170000"
9.0,"Sr. Principal Data Scientist (A/B Platform)","Coupang","Palo Alto","CA"," Mathematics","Base Salary","180000"
10.0,"Principal Data Scientist (Fraud Protection)","Coupang","Palo Alto","CA"," Data Science","Base Salary","164000"
12.0,"Data Science and Analytics Lead, Global Revenue Acceleration","Google","Mountain View","CA"," Analytics","Base Salary","154000"
13.0,"Principal Data Scientist","Microsoft","Redmond","WA"," Mathematics","Base Salary","198000"
14.0,"Principal Data Science Engineer","Salesforce","San Francisco","CA"," Algorithms","Base Salary","179000"
15.0,"Lead Data Scientist","Salesforce","San Francisco","CA"," Machine Learning","Base Salary","172000"
16.0,"Senior Software Engineer - Bing Data and Services Infrastructure","Microsoft","Sunnyvale","CA"," Windows","Base Salary","162000"
17.0,"Technical Program Manager - Data Science","Amazon","Seattle","WA"," Algorithms","Base Salary","153000"
18.0,"Senior Data Scientist","Microsoft","Redmond","WA"," Machine Learning","Base Salary","162000"
19.0,"Senior Data Scientist","OpenTable","San Francisco","CA"," Machine Learning","Base Salary","141000"
20.0,"VP, Engineering and Data Science","ShareThis","Palo Alto","CA"," Data Science","Base Salary","176000"
21.0,"Manager of Data Science","Yelp","San Francisco","CA"," SQL","Base Salary","166000"
22.0,"Principal Data Scientist","Salesforce","San Francisco","CA"," Data Science","Base Salary","179000"
23.0,"Data Scientist / Quantitative Analyst Technical Lead, YouTube","Google","San Bruno","CA"," Data Science","Base Salary","132000"
24.0,"Data Scientist / Quantitative Analyst Technical Lead, YouTube","Google","Mountain View","CA"," Data Science","Base Salary","132000"
25.0,"Senior/Principal Data Scientist","Fitbit","San Francisco","CA"," Data Science","Base Salary","189000"
26.0,"Principal Data Scientist Architect","SAP","Palo Alto","CA"," C++","Base Salary","172000"
27.0,"Senior Data Scientist","Microsoft","Bellevue","WA"," MapReduce","Base Salary","162000"
28.0,"Senior Software Engineer - Data Engineer","Microsoft","Redmond","WA"," SQL","Base Salary","161000"
29.0,"Sr. Data Scientist (Computer Vision)","Coupang","Seattle","WA"," Computer Vision","Base Salary","133000"
30.0,"Lead Data Scientist","Glassdoor","Mill Valley","CA"," Analytics","Base Salary","160000"
31.0,"Director","","Vienna","VA"," Relational Databases","Base Salary","240000"
32.0,"Data Science Manager","Lyft","San Francisco","CA"," Statistics","Base Salary","130000"
33.0,"Data Science Manager (Seattle)","Lyft","Seattle","WA"," Statistics","Base Salary","130000"
34.0,"Senior Data Scientist","Microsoft","Redmond","WA"," SQL","Base Salary","162000"
35.0,"Senior Data Scientist","Microsoft","Redmond","WA"," User Experience","Base Salary","161000"
36.0,"Product Analytics Lead, Data Science","Google","Seattle","WA"," Matlab","Base Salary","140000"
37.0,"Product Analytics Lead, Data Science","Google","Mountain View","CA"," Matlab","Base Salary","140000"
38.0,"Product Analytics Lead, Data Science","Google","San Bruno","CA"," Matlab","Base Salary","140000"
39.0,"Data Scientist","Microsoft","Bellevue","WA"," MapReduce","Base Salary","147000"
40.0,"Data Scientist","Coupang","Palo Alto","CA"," Machine Learning","Base Salary","120000"
41.0,"Data Scientist, Population and Survey Sciences","Facebook","Menlo Park","CA"," Data Science","Base Salary","141000"
42.0,"Sr. Data Scientist","Microsoft","Redmond","WA"," Analytics","Base Salary","162000"
43.0,"Sr. Data Scientist","Microsoft","Redmond","WA"," Analytics","Base Salary","162000"
44.0,"Research Lead / Data Scientist","Spotify","New York","NY"," Scala","Base Salary","163000"
45.0,"Senior Data Scientist","","Redmond","WA"," Data Science","Base Salary","162000"
46.0,"Data Scientist, Infrastructure","Facebook","Menlo Park","CA"," Python","Base Salary","145000"
47.0,"Data Science Program Manager","Microsoft","Redmond","WA"," Management","Base Salary","131000"
48.0,"Data Scientist- Consumer Insights","Facebook","Menlo Park","CA"," SQL","Base Salary","133000"
49.0,"Lead Data Scientist","Target","Sunnyvale","CA"," Algorithms","Base Salary","160000"
50.0,"Data Scientist","Dropbox","San Francisco","CA"," Analytics","Base Salary","137000"
52.0,"Data Scientist","Facebook","Menlo Park","CA"," Analytics","Base Salary","141000"
53.0,"Software Engineer II- Data Science","Microsoft","Redmond","WA"," Windows","Base Salary","147000"
54.0,"Data Scientist II","Microsoft","Redmond","WA"," Deep Learning","Base Salary","147000"
55.0,"DATA SCIENTIST II","Microsoft","Bellevue","WA"," Data Science","Base Salary","146000"
56.0,"Data Scientist","Dropbox","San Francisco","CA"," Statistics","Base Salary","137000"
57.0,"Principal Data Scientist","RichRelevance","San Francisco","CA"," Analytics","Base Salary","166000"
58.0,"Senior Software Engineer - Data Infrastructure","Rocket Fuel","Redwood City","CA"," Machine Learning","Base Salary","145000"
59.0,"Senior Software Engineer - Data Infrastructure","Rocket Fuel","Redwood City","CA"," Machine Learning","Base Salary","145000"
60.0,"Principal Distinguished Data Scientist","Ancestry","San Francisco","CA"," Algorithms","Base Salary","146000"
62.0,"Data Science Manager - Seattle","Uber","Seattle","WA"," SQL","Base Salary","125000"
63.0,"Senior Data Scientist","Microsoft","Redmond","WA"," Machine Learning","Base Salary","161000"
64.0,"Manager, Data Science","Amazon","Cambridge","MA"," Signal Processing","Base Salary","146000"
65.0,"Data Scientist","Microsoft","Redmond","WA"," Statistics","Base Salary","147000"
66.0,"Lead Data Scientist","Target","Sunnyvale","CA"," Algorithms","Base Salary","160000"
67.0,"Senior Data Scientist","Amazon","Seattle","WA"," MapReduce","Base Salary","138000"
68.0,"Senior Data Scientist","Amazon","Seattle","WA"," C++","Base Salary","138000"
69.0,"Senior Principal Data Scientist","Symantec","Mountain View","CA"," Analytics","Base Salary","164000"
70.0,"Sr. Data Scientist, Amazon Fresh","Amazon","Seattle","WA"," Python","Base Salary","137000"
73.0,"Principal Data Scientist","WalmartLabs","San Bruno","CA"," Algorithms","Base Salary","169000"
74.0,"Senior Software Engineer, Data Infrastructure","Rocket Fuel","Redwood City","CA"," Architectures","Base Salary","146000"
75.0,"Senior Data Scientist - Payment Products","Amazon","Seattle","WA"," Data Science","Base Salary","138000"
76.0,"Sr. Data Scientist, Retail Selection","Amazon","Seattle","WA"," SQL","Base Salary","138000"
77.0,"Senior Data Scientist -Universal...","Apple","Cupertino","CA"," Java","Base Salary","150000"
78.0,"Sr. Data Scientist, Advertising Analytics","Amazon","Seattle","WA"," Matlab","Base Salary","125000"
79.0,"Senior Software Engineer - Data...","Rocket Fuel","Seattle","WA"," Machine Learning","Base Salary","140000"
80.0,"Principal Data Scientist","Move, Inc.","Santa Clara","CA"," Statistics","Base Salary","160000"
83.0,"Principal Data Scientist","WalmartLabs","San Bruno","CA"," Algorithms","Base Salary","169000"
84.0,"Principal Data Scientist","WalmartLabs","San Bruno","CA"," Algorithms","Base Salary","169000"
85.0,"Principal Data Scientist","TripAdvisor","Needham","MA"," ETL","Base Salary","159000"
86.0,"Sr. Manager, Data Science","Electronic Arts","Redwood City","CA"," Machine Learning","Base Salary","162000"
87.0,"Data Scientist","Amazon","San Francisco","CA"," C++","Base Salary","125000"
88.0,"Data Scientist","Cloudera","San Francisco","CA"," Deep Learning","Base Salary","133000"
89.0,"Staff Data Scientist","Chegg","Santa Clara","CA"," Python","Base Salary","139000"
90.0,"Senior Software Engineer, Data","Square","San Francisco","CA"," Analytics","Base Salary","145000"
92.0,"Director of Bidding & Data Science (Machine Learning)","Marin Software","San Francisco","CA"," C++","Base Salary","173000"
93.0,"Data Scientist II","Microsoft","Redmond","WA"," Data Science","Base Salary","146000"
94.0,"Senior Data Scientist, Text Mining","Groupon","Palo Alto","CA"," Data Science","Base Salary","147000"
95.0,"Data Scientist - Community Operations","Uber","San Francisco","CA"," C","Base Salary","137000"
96.0,"Data Scientist II - Payment Products","Amazon","Seattle","WA"," Ruby","Base Salary","125000"
97.0,"Data Scientist","Salesforce","Bellevue","WA"," Python","Base Salary","132000"
99.0,"Sr. Data Science Engineer","Adobe","San Jose","CA"," Big Data","Base Salary","143000"
102.0,"Data Scientist","Pinterest","San Francisco","CA"," SQL","Base Salary","134000"
103.0,"Principal Software Architect - Data Science & ML","GE","San Ramon","CA"," Scala","Base Salary","174000"
104.0,"Principal Software Architect - Data Science & ML","GE","San Ramon","CA"," Scala","Base Salary","174000"
105.0,"Data Scientist, Global Patents","Google","San Francisco","CA"," Python","Base Salary","120000"
106.0,"Sr. Data Scientist","Amazon","Seattle","WA"," Python","Base Salary","137000"
107.0,"Principal Data Scientist","Verizon","Palo Alto","CA"," C++","Base Salary","168000"
108.0,"Sr Data Scientist","Tmobile","Bellevue","WA"," Machine Learning","Base Salary","128000"
109.0,"Software Development Mgr - Advertising Analytics and Data Science","Amazon","Seattle","WA"," Python","Base Salary","114000"
110.0,"Senior Manager, Data Science","Autodesk","San Francisco","CA"," Big Data","Base Salary","136000"
111.0,"Director of Data Science","FireEye","San Francisco","CA"," C++","Base Salary","183000"
112.0,"Data Scientist, State Street Global Exchange, Vice President","State Street Corporation","New York","NY"," MapReduce","Base Salary","195000"
113.0,"Lead Data Scientist","Activision","Santa Monica","CA"," Python","Base Salary","134000"
114.0,"Data Scientist","Google","Mountain View","CA"," SQL","Base Salary","120000"
115.0,"Data Scientist","Groupon","Palo Alto","CA"," Python","Base Salary","133000"
116.0,"Senior Software Engineer, Data Science","Marin Software","San Francisco","CA"," Algorithms","Base Salary","133000"
117.0,"Data Scientist - HIT","Amazon","Seattle","WA"," Ruby","Base Salary","124000"
119.0,"Senior Data Scientist","Square","San Francisco","CA"," Statistics","Base Salary","146000"
120.0,"Senior Data Scientist","Square","San Francisco","CA"," Statistics","Base Salary","146000"
121.0,"Corporate - Firmwide Forecasting & Analysis - Data Scientist/Engineer, Vice President","JPMorgan Chase","New York","NY"," Databases","Base Salary","196000"
122.0,"Data Science Engineer","Salesforce","San Francisco","CA"," Data Science","Base Salary","132000"
123.0,"Sr Spatial Data Scientist - Apple...","Apple","Cupertino","CA"," Search","Base Salary","148000"
124.0,"Data Scientist, Search Efficiency","Amazon","Palo Alto","CA"," Algorithms","Base Salary","125000"
125.0,"Principal Data Scientist","Nordstrom","Seattle","WA"," AWS","Base Salary","149000"
126.0,"Principal Data Scientist","Nordstrom","Seattle","WA"," AWS","Base Salary","149000"
127.0,"Data Scientist II","Expedia","Bellevue","WA"," Python","Base Salary","125000"
128.0,"Sr Data Scientist","Tmobile","Bellevue","WA"," Data Science","Base Salary","128000"
130.0,"Senior Data Scientist","Adobe","San Jose","CA"," Big Data","Base Salary","144000"
131.0,"Legal- Firmwide Initiatives Team OLO Data Scientist- VP","JPMorgan Chase","New York","NY"," Data Science","Base Salary","195000"
132.0,"Sr. Data Scientist","Amazon","Seattle","WA"," Python","Base Salary","138000"
133.0,"Lead Data Scientist","Activision","Boulder","CO"," Python","Base Salary","129000"
134.0,"Senior Software Engineer, Data Services","Quantcast","San Francisco","CA"," ETL","Base Salary","127000"
135.0,"ITSM Data Scientist","Servicenow - The Enterprise It Cloud Company","Santa Clara","CA"," Management","Base Salary","128000"
136.0,"Data Science Engineer","Castlight Health","San Francisco","CA"," Python","Base Salary","116000"
137.0,"Data Science Engineer","Castlight Health","San Francisco","CA"," Python","Base Salary","116000"
138.0,"Senior Data Scientist","Intuit","Mountain View","CA"," Algorithms","Base Salary","131000"
139.0,"Senior Software Engineer - Data Collection and Processing","Akamai Technologies","Cambridge","MA"," SQL","Base Salary","118000"
140.0,"Data Scientist","Smule","San Francisco","CA"," Scala","Base Salary","114000"
141.0,"Chief Data Scientist, Brilliant Manufacturing Job","GE","Seattle","WA"," Data Science","Base Salary","199000"
142.0,"Lead Data Scientist","Yodle","New York","NY"," C","Base Salary","142000"
143.0,"Lead Data Scientist","Yodle","New York","NY"," C","Base Salary","142000"
144.0,"Senior Data Scientist","Akamai Technologies","Santa Clara","CA"," Management","Base Salary","127000"
145.0,"Senior Data Scientist","Zillow","Seattle","WA"," Data Science","Base Salary","139000"
146.0,"Data Scientist","Credit Karma","San Francisco","CA"," C++","Base Salary","129000"
147.0,"Senior Data Scientist","TripAdvisor","Needham","MA"," Python","Base Salary","129000"
148.0,"Senior Data Scientist Job","SAP","San Francisco","CA"," Python","Base Salary","129000"
149.0,"Senior Data Scientist","SAP","San Francisco","CA"," Python","Base Salary","129000"
150.0,"Principal Data Scientist - 39251BR","Aetna","Wellesley","MA"," Management","Base Salary","138000"
151.0,"Legal- Firmwide Initiatives Team OLO Data Scientist- VP","JPMorgan Chase","New York","NY"," Architecture","Base Salary","195000"
152.0,"Data Scientist (All Levels)","Lyft","San Francisco","CA"," Matlab","Base Salary","144000"
153.0,"Data Scientist (All Levels) (Seattle)","Lyft","Seattle","WA"," Matlab","Base Salary","144000"
154.0,"Sr. Data Software Engineer","Castlight Health","San Jose","CA"," REST","Base Salary","130000"
155.0,"Senior Data Scientist, Search and Local","Trulia","San Francisco","CA"," Algorithms","Base Salary","141000"
156.0,"Senior Data Scientist","Quantifind","Menlo Park","CA"," Java","Base Salary","121000"
157.0,"Data Scientist","Akamai Technologies","Cambridge","MA"," Machine Learning","Base Salary","107000"
158.0,"Data Scientist, Cash","Square","San Francisco","CA"," Statistics","Base Salary","132000"
159.0,"Data Scientist","Square","San Francisco","CA"," Statistics","Base Salary","132000"
160.0,"Data Scientist, Cash","Square","San Francisco","CA"," Statistics","Base Salary","132000"
161.0,"Director, Data Scientist","Fitbit","San Francisco","CA"," Data Science","Base Salary","182000"
162.0,"Principal Data Scientist","Walmart","San Bruno","CA"," Algorithms","Base Salary","149000"
163.0,"Product Manager - Audience Science","eBay","Brisbane","CA"," SQL","Base Salary","138000"
164.0,"Principal Data Scientist - Adaptive Intelligent Applications","Oracle","Redwood Shores","CA"," Data Science","Base Salary","154000"
165.0,"Principal Data Scientist - Adaptive Intelligent Applications","Oracle","Redwood Shores","CA"," Data Science","Base Salary","154000"
166.0,"Data Scientist - Business Operations","Groupon","Palo Alto","CA"," Algorithms","Base Salary","132000"
167.0,"Senior Data Scientist - SAP...","SAP","Palo Alto","CA"," Deep Learning","Base Salary","129000"
168.0,"Data Scientist","WalmartLabs","San Bruno","CA"," Algorithms","Base Salary","125000"
169.0,"Data Scientist","WalmartLabs","San Bruno","CA"," Algorithms","Base Salary","125000"
170.0,"Senior Software Engineer - Data","ShareThis","Palo Alto","CA"," Leadership","Base Salary","136000"
171.0,"CIB-Rapid Prototyping Data Scientist","","New York","NY"," Machine Learning","Base Salary","187000"
172.0,"Infrastructure Data Scientist & Strategy Analyst","Facebook","Menlo Park","CA"," Strategy","Base Salary","120000"
173.0,"Sr. Data Scientist","Amazon","Seattle","WA"," Python","Base Salary","138000"
174.0,"Data Scientist","Amazon","Seattle","WA"," Machine Learning","Base Salary","125000"
175.0,"Data Scientist","Amazon","Seattle","WA"," Relational Databases","Base Salary","125000"
176.0,"Senior Data Science Engineer","Lattice Engines","San Mateo","CA"," Machine Learning","Base Salary","132000"
177.0,"Data Analyst","Microsoft","Bellevue","WA"," Python","Base Salary","122000"
178.0,"Data Analyst","Microsoft","San Francisco","CA"," Python","Base Salary","122000"
179.0,"Senior Manager, Data Science","GE","San Ramon","CA"," Architectures","Base Salary","155000"
180.0,"Sr Data Scientist","Tesla Motors","Fremont","CA"," Machine Learning","Base Salary","139000"
181.0,"Director, Data Science","FireEye","San Francisco","CA"," C++","Base Salary","183000"
182.0,"Data Scientist, Assistant Vice President","State Street Corporation","Boston","MA"," Architecture","Base Salary","167000"
183.0,"Principal Data Scientist","ASML","San Jose","CA"," Big Data","Base Salary","149000"
184.0,"Data Scientist","Yelp","San Francisco","CA"," SQL","Base Salary","132000"
185.0,"Senior Manager, Data Science","GE","San Ramon","CA"," Architectures","Base Salary","155000"
186.0,"Senior Manager, Data Science","GE","San Ramon","CA"," Architectures","Base Salary","155000"
187.0,"Data Scientist","Intuit","Mountain View","CA"," Machine Learning","Base Salary","119000"
188.0,"Data Scientist","Intuit","Mountain View","CA"," Machine Learning","Base Salary","119000"
189.0,"Data Scientist Job","SAP","Palo Alto","CA"," Algorithms","Base Salary","117000"
190.0,"Associate Director, Real World Data Science, Product Development Biometrics, Genentech/Roche","Genentech","South San Francisco","CA"," Mathematics","Base Salary","106000"
191.0,"Director of Data Science","Intuit","Mountain View","CA"," Engineering Management","Base Salary","171000"
192.0,"Data Scientist (DIGITS)","NVIDIA","Santa Clara","CA"," Python","Base Salary","116000"
193.0,"Senior Software Engineer, Data Infrastructure","Rocket Fuel","South Norwalk","CT"," Architectures","Base Salary","130000"
194.0,"Firmware Data Scientist","Fitbit","San Francisco","CA"," SQL","Base Salary","127000"
195.0,"Principal Data Scientist","GE","San Ramon","CA"," Scala","Base Salary","153000"
196.0,"Principal Data Scientist","GE","San Ramon","CA"," Scala","Base Salary","153000"
197.0,"Principal Data Scientist","GE","San Ramon","CA"," Scala","Base Salary","153000"
198.0,"Sr. Data Scientist","Insidesales.com","San Mateo","CA"," Data Science","Base Salary","140000"
199.0,"Senior Data Scientist","Demandbase","San Francisco","CA"," Deep Learning","Base Salary","133000"
200.0,"Senior Data Scientist","ZEFR","Venice","CA"," Image Processing","Base Salary","127000"
201.0,"Data Scientist","Amazon","Seattle","WA"," C++","Base Salary","125000"
